PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Is_Compliant,Order_Month,Total_Original_Cost,Total_Negotiated_Cost,Savings,Has_Defect,Row_Defect_Rate,Has_Delivery_Issue,Savings_Rate
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,Electronics,Delivered,1236,51.33,44.03,25.0,Yes,1,2022-04,63443.88,54421.08,9022.799999999996,1,0.020226537216828478,0,0.14221702707968042
PO-00401,Delta_Logistics,2023-07-21,2023-08-06,Electronics,Delivered,1793,22.01,21.78,285.0,Yes,1,2023-07,39463.93,39051.54,412.3899999999994,1,0.15895147796988288,0,0.010449795547478404
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,MRO,Delivered,1006,101.1,89.04,139.0,Yes,1,2022-06,101706.59999999999,89574.24,12132.359999999986,1,0.13817097415506957,0,0.11928783382789304
PO-00403,Beta_Supplies,2022-10-06,2022-10-21,Electronics,Cancelled,1754,89.35,86.54,161.0,No,0,2022-10,156719.9,151791.16,4928.739999999991,1,0.09179019384264538,1,0.03144935646334633
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,Electronics,Delivered,210,22.17,21.32,10.0,Yes,1,2022-10,4655.700000000001,4477.2,178.5000000000009,1,0.047619047619047616,0,0.038340099233198206
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,MRO,Delivered,1653,102.16,91.91,217.0,Yes,1,2023-09,168870.47999999998,151927.22999999998,16943.25,1,0.13127646702964307,0,0.10033281127642914
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,MRO,Partially Delivered,850,91.38,88.41,24.0,Yes,1,2022-08,77673.0,75148.5,2524.5,1,0.02823529411764706,0,0.032501641497045305
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,Raw Materials,Delivered,447,59.81,57.92,13.0,Yes,1,2022-12,26735.07,25890.24,844.8299999999981,1,0.029082774049217,0,0.03160006687844835
PO-00408,Gamma_Co,2022-07-28,2022-08-07,Office Supplies,Delivered,1350,65.11,56.95,71.0,Yes,1,2022-07,87898.5,76882.5,11016.0,1,0.052592592592592594,0,0.12532637075718014
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,Office Supplies,Delivered,865,51.19,47.76,83.0,Yes,1,2023-12,44279.35,41312.4,2966.949999999997,1,0.09595375722543352,0,0.0670052744676694
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,MRO,Delivered,1989,16.5,15.89,57.0,Yes,1,2023-10,32818.5,31605.210000000003,1213.2899999999972,1,0.02865761689291101,0,0.03696969696969689
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,Office Supplies,Delivered,1577,41.77,39.58,32.0,Yes,1,2022-09,65871.29000000001,62417.659999999996,3453.630000000012,1,0.020291693088142042,0,0.05242997366531021
PO-00412,Gamma_Co,2023-06-02,2023-06-04,Packaging,Pending,1969,89.25,87.28,108.0,No,0,2023-06,175733.25,171854.32,3878.929999999993,1,0.05485017775520569,1,0.02207282913165262
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,Packaging,Partially Delivered,1465,11.25,9.61,151.0,Yes,1,2023-05,16481.25,14078.65,2402.6000000000004,1,0.10307167235494881,0,0.1457777777777778
PO-00414,Delta_Logistics,2022-09-15,2022-09-18,Packaging,Pending,1208,41.62,39.46,,Yes,1,2022-09,50276.96,47667.68,2609.279999999999,0,,1,0.05189812590100911
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,Raw Materials,Delivered,1268,46.06,45.26,123.0,Yes,1,2022-02,58404.08,57389.68,1014.4000000000015,1,0.09700315457413249,0,0.017368649587494598
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,Office Supplies,Delivered,450,59.24,55.03,68.0,No,0,2022-04,26658.0,24763.5,1894.5,1,0.1511111111111111,0,0.07106684672518569
PO-00417,Gamma_Co,2023-10-12,2023-10-14,Electronics,Partially Delivered,689,102.53,95.23,38.0,Yes,1,2023-10,70643.17,65613.47,5029.699999999997,1,0.055152394775036286,0,0.07119867355895831
PO-00418,Gamma_Co,2023-03-10,2023-03-29,MRO,Delivered,1106,44.05,38.6,51.0,Yes,1,2023-03,48719.299999999996,42691.6,6027.699999999997,1,0.0461121157323689,0,0.12372304199772981
PO-00419,Alpha_Inc,2022-10-11,2022-10-22,Office Supplies,Delivered,737,43.08,42.58,21.0,Yes,1,2022-10,31749.96,31381.46,368.5,1,0.028493894165535955,0,0.011606313834726092
PO-00420,Alpha_Inc,2022-02-15,2022-03-04,Raw Materials,Delivered,509,76.76,74.72,7.0,No,0,2022-02,39070.840000000004,38032.479999999996,1038.3600000000079,1,0.0137524557956778,0,0.026576341844710985
PO-00421,Alpha_Inc,2022-01-04,2022-01-06,Electronics,Delivered,1004,50.7,46.59,27.0,Yes,1,2022-01,50902.8,46776.36,4126.440000000002,1,0.026892430278884463,0,0.08106508875739649
PO-00422,Gamma_Co,2022-12-08,2022-12-19,MRO,Pending,1956,31.88,28.48,86.0,Yes,1,2022-12,62357.28,55706.88,6650.4000000000015,1,0.04396728016359918,1,0.10664993726474281
PO-00423,Delta_Logistics,2022-05-14,,Electronics,Delivered,519,51.73,47.52,81.0,No,0,2022-05,26847.87,24662.88,2184.989999999998,1,0.15606936416184972,1,0.08138410980088916
PO-00424,Gamma_Co,2023-10-15,2023-10-21,MRO,Partially Delivered,1448,25.06,21.62,84.0,Yes,1,2023-10,36286.88,31305.760000000002,4981.119999999995,1,0.058011049723756904,0,0.1372705506783718
PO-00425,Gamma_Co,2022-09-26,2022-10-11,Packaging,Delivered,1095,26.91,23.75,53.0,Yes,1,2022-09,29466.45,26006.25,3460.2000000000007,1,0.048401826484018265,0,0.11742846525455224
PO-00426,Alpha_Inc,2022-06-15,,MRO,Delivered,799,56.22,49.51,18.0,Yes,1,2022-06,44919.78,39558.49,5361.290000000001,1,0.02252816020025031,1,0.1193525435787976
PO-00427,Beta_Supplies,2023-03-29,2023-04-18,MRO,Partially Delivered,1743,51.04,47.15,160.0,Yes,1,2023-03,88962.72,82182.45,6780.270000000004,1,0.09179575444635686,0,0.07621473354231979
PO-00428,Alpha_Inc,2023-07-19,2023-07-31,Raw Materials,Delivered,87,100.65,85.56,1.0,Yes,1,2023-07,8756.550000000001,7443.72,1312.8300000000008,1,0.011494252873563218,0,0.14992548435171393
PO-00429,Beta_Supplies,2023-12-24,,Raw Materials,Delivered,279,47.52,46.5,28.0,No,0,2023-12,13258.080000000002,12973.5,284.58000000000175,1,0.1003584229390681,1,0.021464646464646592
PO-00430,Delta_Logistics,2023-03-14,2023-03-25,Raw Materials,Delivered,1438,66.61,58.5,237.0,Yes,1,2023-03,95785.18,84123.0,11662.179999999993,1,0.16481223922114047,0,0.1217534904668968
PO-00431,Delta_Logistics,2023-07-29,2023-07-31,Office Supplies,Partially Delivered,612,72.93,63.32,99.0,Yes,1,2023-07,44633.16,38751.840000000004,5881.32,1,0.16176470588235295,0,0.13177019059372
PO-00432,Epsilon_Group,2022-01-10,2022-01-21,Packaging,Pending,487,11.18,10.63,15.0,Yes,1,2022-01,5444.66,5176.81,267.84999999999945,1,0.030800821355236138,1,0.04919499105545607
PO-00433,Epsilon_Group,2022-04-25,2022-04-29,Packaging,Partially Delivered,1849,70.76,69.25,51.0,Yes,1,2022-04,130835.24,128043.25,2791.9900000000052,1,0.027582477014602487,0,0.02133973996608257
PO-00434,Epsilon_Group,2022-03-19,2022-04-01,MRO,Partially Delivered,1356,26.28,25.44,47.0,Yes,1,2022-03,35635.68,34496.64,1139.0400000000009,1,0.03466076696165192,0,0.03196347031963473
PO-00435,Delta_Logistics,2023-12-09,2023-12-29,Raw Materials,Delivered,76,107.59,96.33,10.0,Yes,1,2023-12,8176.84,7321.08,855.7600000000002,1,0.13157894736842105,0,0.10465656659540852
PO-00436,Alpha_Inc,2022-06-02,2022-06-13,Packaging,Partially Delivered,275,23.96,20.44,,Yes,1,2022-06,6589.0,5621.0,968.0,0,,0,0.14691151919866444
PO-00437,Alpha_Inc,2023-07-13,2023-07-18,Packaging,Delivered,1350,51.57,48.07,,Yes,1,2023-07,69619.5,64894.5,4725.0,0,,0,0.0678689160364553
PO-00438,Alpha_Inc,2022-02-06,,MRO,Delivered,847,17.77,17.39,,Yes,1,2022-02,15051.19,14729.33,321.8600000000006,0,,1,0.021384355655599364
PO-00439,Gamma_Co,2023-01-14,2023-01-27,MRO,Delivered,1682,105.7,101.3,94.0,Yes,1,2023-01,177787.4,170386.6,7400.799999999988,1,0.0558858501783591,0,0.041627246925260104
PO-00440,Epsilon_Group,2023-08-20,2023-08-23,Electronics,Delivered,333,60.44,58.54,8.0,Yes,1,2023-08,20126.52,19493.82,632.7000000000007,1,0.024024024024024024,0,0.03143613500992724
PO-00441,Alpha_Inc,2023-07-20,2023-08-02,Electronics,Cancelled,928,69.31,67.26,20.0,Yes,1,2023-07,64319.68,62417.280000000006,1902.3999999999942,1,0.021551724137931036,1,0.029577261578415722
PO-00442,Epsilon_Group,2022-06-01,2022-06-12,MRO,Partially Delivered,1009,16.44,16.18,,Yes,1,2022-06,16587.960000000003,16325.619999999999,262.3400000000038,0,,0,0.01581508515815108
PO-00443,Epsilon_Group,2023-03-17,2023-04-03,Electronics,Pending,1554,82.92,74.82,44.0,Yes,1,2023-03,128857.68000000001,116270.27999999998,12587.400000000023,1,0.028314028314028315,1,0.0976845151953692
PO-00444,Gamma_Co,2022-05-11,2022-05-25,Packaging,Partially Delivered,502,29.47,28.94,27.0,Yes,1,2022-05,14793.939999999999,14527.880000000001,266.0599999999977,1,0.053784860557768925,0,0.017984390906005954
PO-00445,Delta_Logistics,2022-02-12,2022-02-13,MRO,Delivered,1069,91.28,82.64,,Yes,1,2022-02,97578.32,88342.16,9236.160000000003,0,,0,0.09465381244522351
PO-00446,Alpha_Inc,2022-11-12,2022-11-18,MRO,Pending,1902,29.89,25.83,41.0,Yes,1,2022-11,56850.78,49128.659999999996,7722.120000000003,1,0.021556256572029444,1,0.13583138173302112
PO-00447,Gamma_Co,2023-01-09,,Raw Materials,Pending,865,28.79,25.69,47.0,Yes,1,2023-01,24903.35,22221.850000000002,2681.4999999999964,1,0.05433526011560694,1,0.10767627648489045
PO-00448,Delta_Logistics,2022-02-10,2022-02-26,Packaging,Partially Delivered,708,13.36,11.61,,No,0,2022-02,9458.88,8219.88,1239.0,0,,0,0.13098802395209583
PO-00449,Delta_Logistics,2023-01-02,2023-01-07,Packaging,Delivered,1589,55.64,48.52,,Yes,1,2023-01,88411.96,77098.28,11313.680000000008,0,,0,0.12796549245147384
PO-00450,Alpha_Inc,2022-08-04,2022-08-14,Office Supplies,Delivered,596,62.96,61.88,9.0,Yes,1,2022-08,37524.16,36880.48,643.6800000000003,1,0.015100671140939598,0,0.017153748411689967
PO-00451,Epsilon_Group,2023-11-30,2023-12-04,Office Supplies,Delivered,1265,17.66,16.97,34.0,Yes,1,2023-11,22339.9,21467.05,872.8500000000022,1,0.026877470355731226,0,0.03907134767836929
PO-00452,Beta_Supplies,2022-09-13,2022-10-01,Raw Materials,Delivered,1122,82.99,81.7,118.0,No,0,2022-09,93114.78,91667.40000000001,1447.37999999999,1,0.1051693404634581,0,0.015544041450777096
PO-00453,Epsilon_Group,2023-11-14,2023-12-01,Office Supplies,Delivered,1585,56.38,53.05,,Yes,1,2023-11,89362.3,84084.25,5278.050000000003,0,,0,0.059063497694217836
PO-00454,Epsilon_Group,2022-04-16,2022-04-27,Electronics,Delivered,66,58.05,50.76,,Yes,1,2022-04,3831.2999999999997,3350.16,481.1399999999999,0,,0,0.1255813953488372
PO-00455,Beta_Supplies,2022-12-29,2023-01-18,MRO,Delivered,1245,52.4,51.65,118.0,No,0,2022-12,65238.0,64304.25,933.75,1,0.09477911646586346,0,0.01431297709923664
PO-00456,Delta_Logistics,2023-07-28,2023-08-10,Electronics,Delivered,1293,50.21,47.55,,No,0,2023-07,64921.53,61482.149999999994,3439.3800000000047,0,,0,0.05297749452300346
PO-00457,Beta_Supplies,2023-02-21,2023-02-27,Packaging,Delivered,207,64.29,63.01,25.0,Yes,1,2023-02,13308.03,13043.07,264.96000000000095,1,0.12077294685990338,0,0.0199097837921917
PO-00458,Beta_Supplies,2023-09-28,2023-10-18,Office Supplies,Delivered,526,26.37,25.32,47.0,Yes,1,2023-09,13870.62,13318.32,552.3000000000011,1,0.08935361216730038,0,0.039817974971558666
PO-00459,Gamma_Co,2022-06-08,2022-06-14,Electronics,Delivered,1119,27.03,23.82,,Yes,1,2022-06,30246.57,26654.58,3591.989999999998,0,,0,0.11875693673695886
PO-00460,Gamma_Co,2022-08-31,2022-09-02,Packaging,Delivered,1446,90.63,84.51,77.0,Yes,1,2022-08,131050.98,122201.46,8849.51999999999,1,0.05325034578146611,0,0.06752730883813299
PO-00461,Gamma_Co,2022-06-16,2022-06-24,Office Supplies,Delivered,567,97.53,85.29,21.0,Yes,1,2022-06,55299.51,48359.43,6940.080000000002,1,0.037037037037037035,0,0.12549984620116889
PO-00462,Delta_Logistics,2022-07-01,,MRO,Delivered,148,44.91,40.1,,No,0,2022-07,6646.679999999999,5934.8,711.8799999999992,0,,1,0.10710309507904688
PO-00463,Beta_Supplies,2023-02-27,2023-03-14,MRO,Pending,1965,36.6,34.64,195.0,Yes,1,2023-02,71919.0,68067.6,3851.399999999994,1,0.09923664122137404,1,0.05355191256830593
PO-00464,Alpha_Inc,2022-01-26,2022-02-03,Office Supplies,Pending,1818,67.96,58.98,,Yes,1,2022-01,123551.27999999998,107225.64,16325.639999999985,0,,1,0.13213655091230125
PO-00465,Beta_Supplies,2022-07-03,2022-07-19,MRO,Delivered,1110,48.19,45.88,112.0,Yes,1,2022-07,53490.899999999994,50926.8,2564.0999999999913,1,0.1009009009009009,0,0.047935256277235785
PO-00466,Delta_Logistics,2022-12-07,,Raw Materials,Delivered,329,12.96,12.74,48.0,Yes,1,2022-12,4263.84,4191.46,72.38000000000011,1,0.1458966565349544,1,0.016975308641975332
PO-00467,Gamma_Co,2023-02-26,2023-03-17,Office Supplies,Cancelled,1422,25.62,25.18,65.0,Yes,1,2023-02,36431.64,35805.96,625.6800000000003,1,0.04571026722925457,1,0.01717408274785325
PO-00468,Delta_Logistics,2023-11-17,,Raw Materials,Delivered,546,82.63,74.77,76.0,No,0,2023-11,45115.979999999996,40824.42,4291.559999999998,1,0.1391941391941392,1,0.09512283674210331
PO-00469,Gamma_Co,2022-09-12,2022-09-22,Office Supplies,Partially Delivered,351,72.08,71.3,20.0,Yes,1,2022-09,25300.079999999998,25026.3,273.77999999999884,1,0.05698005698005698,0,0.010821309655937802
PO-00470,Delta_Logistics,2022-10-01,2022-10-18,Raw Materials,Partially Delivered,230,13.0,12.81,,No,0,2022-10,2990.0,2946.3,43.69999999999982,0,,0,0.014615384615384554
PO-00471,Alpha_Inc,2022-06-13,2022-06-19,MRO,Delivered,656,30.73,26.26,17.0,Yes,1,2022-06,20158.88,17226.56,2932.3199999999997,1,0.025914634146341462,0,0.14546046208916366
PO-00472,Gamma_Co,2023-12-20,2024-01-09,MRO,Delivered,1172,34.34,32.09,69.0,Yes,1,2023-12,40246.48,37609.48,2637.0,1,0.05887372013651877,0,0.06552125800815375
PO-00473,Gamma_Co,2022-04-21,2022-04-30,Electronics,Delivered,749,71.53,70.02,41.0,Yes,1,2022-04,53575.97,52444.979999999996,1130.9900000000052,1,0.05473965287049399,0,0.02111002376625202
PO-00474,Beta_Supplies,2023-01-27,2023-02-12,Packaging,Delivered,1042,12.48,12.3,88.0,Yes,1,2023-01,13004.16,12816.6,187.5599999999995,1,0.08445297504798464,0,0.014423076923076884
PO-00475,Delta_Logistics,2022-02-09,2022-02-27,Raw Materials,Delivered,1189,19.47,17.15,,No,0,2022-02,23149.829999999998,20391.35,2758.4799999999996,0,,0,0.11915767847971237
PO-00476,Epsilon_Group,2023-04-27,,Office Supplies,Delivered,240,88.14,81.9,4.0,Yes,1,2023-04,21153.6,19656.0,1497.5999999999985,1,0.016666666666666666,1,0.07079646017699108
PO-00477,Epsilon_Group,2022-08-16,2022-09-02,MRO,Delivered,302,26.98,26.47,9.0,Yes,1,2022-08,8147.96,7993.94,154.02000000000044,1,0.029801324503311258,0,0.018902891030392936
PO-00478,Beta_Supplies,2022-07-24,2022-08-03,MRO,Pending,1030,70.81,61.58,,No,0,2022-07,72934.3,63427.4,9506.900000000001,0,,1,0.13034882078802432
PO-00479,Delta_Logistics,2023-04-17,2023-04-23,Office Supplies,Delivered,977,33.79,32.25,137.0,Yes,1,2023-04,33012.83,31508.25,1504.5800000000017,1,0.14022517911975435,0,0.04557561408700804
PO-00480,Alpha_Inc,2022-12-25,2023-01-11,Packaging,Delivered,1234,19.99,17.66,25.0,Yes,1,2022-12,24667.66,21792.44,2875.220000000001,1,0.02025931928687196,0,0.11655827913956983
PO-00481,Beta_Supplies,2022-11-09,2022-11-23,Office Supplies,Delivered,1329,33.48,33.06,146.0,Yes,1,2022-11,44494.92,43936.740000000005,558.179999999993,1,0.10985703536493605,0,0.012544802867383357
PO-00482,Gamma_Co,2022-08-22,2022-08-30,Raw Materials,Delivered,1396,77.63,67.81,58.0,Yes,1,2022-08,108371.48,94662.76000000001,13708.719999999987,1,0.04154727793696275,0,0.12649748808450328
PO-00483,Alpha_Inc,2022-08-17,2022-08-29,Raw Materials,Delivered,177,90.06,87.71,7.0,Yes,1,2022-08,15940.62,15524.669999999998,415.95000000000255,1,0.03954802259887006,0,0.02609371530091066
PO-00484,Delta_Logistics,2022-01-25,,Electronics,Delivered,67,84.72,73.06,9.0,Yes,1,2022-01,5676.24,4895.02,781.2199999999993,1,0.13432835820895522,1,0.13762983947119914
PO-00485,Gamma_Co,2023-11-07,2023-11-20,Office Supplies,Delivered,1866,50.78,48.2,96.0,Yes,1,2023-11,94755.48,89941.20000000001,4814.279999999984,1,0.05144694533762058,0,0.05080740448995651
PO-00486,Epsilon_Group,2022-07-17,2022-07-25,MRO,Delivered,1808,72.23,67.86,53.0,Yes,1,2022-07,130591.84000000001,122690.88,7900.960000000006,1,0.0293141592920354,0,0.060501176796345056
PO-00487,Delta_Logistics,2023-02-13,2023-02-16,Electronics,Cancelled,615,30.3,29.52,96.0,Yes,1,2023-02,18634.5,18154.8,479.7000000000007,1,0.15609756097560976,1,0.025742574257425783
PO-00488,Gamma_Co,2022-12-03,2022-12-04,Office Supplies,Pending,619,38.38,35.02,34.0,Yes,1,2022-12,23757.22,21677.38,2079.84,1,0.05492730210016155,1,0.08754559666492966
PO-00489,Delta_Logistics,2022-10-13,2022-10-17,Office Supplies,Delivered,1396,94.75,84.06,210.0,Yes,1,2022-10,132271.0,117347.76000000001,14923.23999999999,1,0.1504297994269341,0,0.1128232189973614
PO-00490,Gamma_Co,2022-03-13,2022-03-24,MRO,Delivered,1945,11.28,9.98,94.0,Yes,1,2022-03,21939.6,19411.100000000002,2528.4999999999964,1,0.04832904884318766,0,0.11524822695035446
PO-00491,Delta_Logistics,2022-10-13,2022-10-18,Packaging,Delivered,735,18.49,15.89,113.0,No,0,2022-10,13590.15,11679.15,1911.0,1,0.15374149659863945,0,0.14061654948620878
PO-00492,Epsilon_Group,2022-12-26,2023-01-11,Office Supplies,Pending,1865,30.29,26.83,56.0,Yes,1,2022-12,56490.85,50037.95,6452.9000000000015,1,0.030026809651474532,1,0.11422911852096404
PO-00493,Beta_Supplies,2023-10-19,2023-10-24,Electronics,Cancelled,675,13.69,11.84,52.0,Yes,1,2023-10,9240.75,7992.0,1248.75,1,0.07703703703703704,1,0.13513513513513514
PO-00494,Gamma_Co,2023-06-06,2023-06-22,MRO,Pending,1361,28.57,24.29,65.0,Yes,1,2023-06,38883.77,33058.69,5825.0799999999945,1,0.04775900073475386,1,0.1498074903745186
PO-00495,Gamma_Co,2023-02-14,2023-02-15,Raw Materials,Delivered,903,66.53,60.15,29.0,Yes,1,2023-02,60076.590000000004,54315.45,5761.140000000007,1,0.03211517165005537,0,0.0958965880054112
PO-00496,Epsilon_Group,2023-11-27,,Packaging,Cancelled,1736,53.2,50.68,48.0,Yes,1,2023-11,92355.20000000001,87980.48,4374.720000000016,1,0.027649769585253458,1,0.04736842105263174
PO-00497,Beta_Supplies,2023-07-04,2023-07-11,MRO,Delivered,1011,98.47,97.06,91.0,Yes,1,2023-07,99553.17,98127.66,1425.5099999999948,1,0.09000989119683482,0,0.014319081953894535
PO-00498,Delta_Logistics,2022-12-06,2022-12-24,Electronics,Delivered,1712,88.17,85.86,246.0,Yes,1,2022-12,150947.04,146992.32,3954.720000000001,1,0.14369158878504673,0,0.026199387546784626
PO-00499,Gamma_Co,2022-01-29,,Office Supplies,Delivered,204,40.76,37.46,10.0,Yes,1,2022-01,8315.039999999999,7641.84,673.1999999999989,1,0.049019607843137254,1,0.08096172718351313
PO-00500,Beta_Supplies,2022-04-29,2022-05-13,Electronics,Partially Delivered,539,33.85,30.57,34.0,No,0,2022-04,18245.15,16477.23,1767.920000000002,1,0.06307977736549165,0,0.09689807976366331
PO-00501,Delta_Logistics,2022-09-25,2022-10-05,Office Supplies,Delivered,1459,45.94,42.56,212.0,No,0,2022-09,67026.45999999999,62095.04,4931.419999999991,1,0.1453050034270048,0,0.0735742272529385
PO-00502,Gamma_Co,2022-07-02,2022-07-06,MRO,Delivered,834,65.02,56.19,,Yes,1,2022-07,54226.68,46862.46,7364.220000000001,0,,0,0.13580436788680408
PO-00503,Gamma_Co,2023-08-18,2023-09-01,Packaging,Partially Delivered,1177,37.37,34.27,60.0,Yes,1,2023-08,43984.49,40335.79,3648.699999999997,1,0.05097706032285471,0,0.08295424137008289
PO-00504,Delta_Logistics,2022-09-29,2022-10-19,MRO,Delivered,1466,68.82,66.82,211.0,Yes,1,2022-09,100890.12,97958.12,2932.0,1,0.14392905866302866,0,0.029061319383900032
PO-00505,Epsilon_Group,2022-02-09,2022-02-13,Electronics,Delivered,1884,47.08,44.31,54.0,Yes,1,2022-02,88698.72,83480.04000000001,5218.679999999993,1,0.028662420382165606,0,0.058836023789294735
PO-00506,Beta_Supplies,2022-04-22,2022-05-08,Electronics,Delivered,295,60.58,57.32,31.0,Yes,1,2022-04,17871.1,16909.4,961.6999999999971,1,0.10508474576271186,0,0.053813139650049364
PO-00507,Gamma_Co,2023-09-03,2023-09-04,Raw Materials,Delivered,1249,54.18,47.29,59.0,Yes,1,2023-09,67670.81999999999,59065.21,8605.609999999993,1,0.04723779023218575,0,0.12716869693613872
PO-00508,Delta_Logistics,2023-03-21,2023-04-09,Raw Materials,Delivered,1112,39.06,33.6,184.0,No,0,2023-03,43434.72,37363.200000000004,6071.519999999997,1,0.16546762589928057,0,0.13978494623655907
PO-00509,Gamma_Co,2022-12-20,2022-12-25,Office Supplies,Delivered,1550,100.61,97.43,66.0,Yes,1,2022-12,155945.5,151016.5,4929.0,1,0.04258064516129032,0,0.03160719610376702
PO-00510,Delta_Logistics,2022-11-18,2022-11-19,Electronics,Delivered,1755,82.66,73.67,258.0,No,0,2022-11,145068.3,129290.85,15777.449999999983,1,0.147008547008547,0,0.10875877086861832
PO-00511,Gamma_Co,2023-03-23,2023-03-31,Raw Materials,Delivered,808,24.19,21.64,39.0,Yes,1,2023-03,19545.52,17485.12,2060.4000000000015,1,0.04826732673267327,0,0.10541546093427043
PO-00512,Alpha_Inc,2023-09-13,2023-09-19,Raw Materials,Partially Delivered,587,96.98,95.35,14.0,Yes,1,2023-09,56927.26,55970.45,956.810000000005,1,0.02385008517887564,0,0.016807589193648262
PO-00513,Epsilon_Group,2023-06-08,2023-06-11,MRO,Delivered,1940,58.45,50.29,54.0,Yes,1,2023-06,113393.0,97562.59999999999,15830.400000000009,1,0.027835051546391754,0,0.13960650128314805
PO-00514,Beta_Supplies,2022-04-29,2022-05-11,Office Supplies,Cancelled,1891,91.87,80.28,158.0,Yes,1,2022-04,173726.17,151809.48,21916.690000000002,1,0.08355367530407191,1,0.12615652552519865
PO-00515,Epsilon_Group,2023-01-30,2023-02-16,Packaging,Delivered,970,86.91,78.44,18.0,Yes,1,2023-01,84302.7,76086.8,8215.899999999994,1,0.018556701030927835,0,0.09745713956966971
PO-00516,Epsilon_Group,2023-08-14,2023-08-31,MRO,Delivered,457,52.85,50.34,16.0,Yes,1,2023-08,24152.45,23005.38,1147.0699999999997,1,0.0350109409190372,0,0.047492904446546816
PO-00517,Beta_Supplies,2022-07-14,2022-07-27,Office Supplies,Cancelled,574,12.38,11.47,,No,0,2022-07,7106.120000000001,6583.780000000001,522.3400000000001,0,,1,0.07350565428109856
PO-00518,Epsilon_Group,2022-09-18,2022-09-20,Office Supplies,Delivered,877,35.55,34.69,24.0,Yes,1,2022-09,31177.35,30423.129999999997,754.2200000000012,1,0.027366020524515394,0,0.02419127988748246
PO-00519,Alpha_Inc,2022-02-15,2022-02-27,MRO,Delivered,1579,59.04,50.95,29.0,Yes,1,2022-02,93224.16,80450.05,12774.11,1,0.01836605446485117,0,0.13702574525745256
PO-00520,Delta_Logistics,2023-12-27,2023-12-28,Raw Materials,Delivered,952,74.72,69.73,,Yes,1,2023-12,71133.44,66382.96,4750.479999999996,0,,0,0.06678265524625261
PO-00521,Beta_Supplies,2023-03-23,2023-03-26,Raw Materials,Pending,1898,35.53,33.25,187.0,Yes,1,2023-03,67435.94,63108.5,4327.440000000002,1,0.09852476290832456,1,0.06417112299465244
PO-00522,Delta_Logistics,2022-01-02,2022-01-06,Packaging,Delivered,85,22.54,20.68,6.0,Yes,1,2022-01,1915.8999999999999,1757.8,158.0999999999999,1,0.07058823529411765,0,0.0825199645075421
PO-00523,Gamma_Co,2023-06-17,2023-06-28,Packaging,Pending,734,92.38,78.92,34.0,No,0,2023-06,67806.92,57927.28,9879.64,1,0.04632152588555858,1,0.14570253301580427
PO-00524,Alpha_Inc,2023-07-06,2023-07-18,Office Supplies,Delivered,69,107.47,105.53,,Yes,1,2023-07,7415.43,7281.57,133.86000000000058,0,,0,0.018051549269563677
PO-00525,Delta_Logistics,2023-12-05,2023-12-11,Packaging,Delivered,370,63.9,55.79,59.0,Yes,1,2023-12,23643.0,20642.3,3000.7000000000007,1,0.15945945945945947,0,0.12691705790297342
PO-00526,Delta_Logistics,2023-11-18,2023-12-03,MRO,Delivered,1849,28.25,27.53,271.0,Yes,1,2023-11,52234.25,50902.97,1331.2799999999988,1,0.14656571119524067,0,0.02548672566371679
PO-00527,Beta_Supplies,2022-07-21,,Packaging,Delivered,561,35.54,30.99,68.0,No,0,2022-07,19937.94,17385.39,2552.5499999999993,1,0.12121212121212122,1,0.12802476083286435
PO-00528,Gamma_Co,2023-01-08,2023-01-14,Electronics,Delivered,449,12.35,10.67,29.0,Yes,1,2023-01,5545.15,4790.83,754.3199999999997,1,0.0645879732739421,0,0.13603238866396758
PO-00529,Beta_Supplies,2023-03-18,2023-03-21,Office Supplies,Delivered,703,98.75,86.78,59.0,Yes,1,2023-03,69421.25,61006.340000000004,8414.909999999996,1,0.08392603129445235,0,0.12121518987341767
PO-00530,Gamma_Co,2022-03-13,2022-03-28,Electronics,Delivered,1021,20.8,18.23,37.0,Yes,1,2022-03,21236.8,18612.83,2623.9699999999975,1,0.03623898139079334,0,0.1235576923076922
PO-00531,Beta_Supplies,2023-11-12,2023-11-19,Office Supplies,Delivered,1956,68.69,65.09,,Yes,1,2023-11,134357.63999999998,127316.04000000001,7041.599999999977,0,,0,0.05240937545494233
PO-00532,Delta_Logistics,2022-12-05,2022-12-12,Office Supplies,Partially Delivered,520,36.57,34.78,67.0,No,0,2022-12,19016.4,18085.600000000002,930.7999999999993,1,0.12884615384615383,0,0.04894722450095702
